No,Periode,Desa,File
1059.,KKN.XXVII.2023,SEMBUNG - BADUNG,KKN.XXVII.2023_SEMBUNG__BADUNG\KKN.XXVII.2023_SEMBUNG__BADUNG_combined.pdf
1060.,KKN.XXVII.2023,YEH EMBANG - JEMBRANA,KKN.XXVII.2023_YEH_EMBANG__JEMBRANA\KKN.XXVII.2023_YEH_EMBANG__JEMBRANA_combined.pdf
1061.,KKN.XXVII.2023,AYUNAN - BADUNG,KKN.XXVII.2023_AYUNAN__BADUNG\KKN.XXVII.2023_AYUNAN__BADUNG_combined.pdf
1062.,KKN.XXVII.2023,PETANG - BADUNG,KKN.XXVII.2023_PETANG__BADUNG\KKN.XXVII.2023_PETANG__BADUNG_combined.pdf
1063.,KKN.XXVII.2023,SUTER - BANGLI,KKN.XXVII.2023_SUTER__BANGLI\KKN.XXVII.2023_SUTER__BANGLI_combined.pdf
1064.,KKN.XXVII.2023,ABANG BATUDINDING - BANGLI,KKN.XXVII.2023_ABANG_BATUDINDING__BANGLI\KKN.XXVII.2023_ABANG_BATUDINDING__BANGLI_combined.pdf
1065.,KKN.XXVII.2023,ABANGSONGAN - BANGLI,KKN.XXVII.2023_ABANGSONGAN__BANGLI\KKN.XXVII.2023_ABANGSONGAN__BANGLI_combined.pdf
1066.,KKN.XXVII.2023,SEKARDADI - BANGLI,KKN.XXVII.2023_SEKARDADI__BANGLI\KKN.XXVII.2023_SEKARDADI__BANGLI_combined.pdf
1067.,KKN.XXVII.2023,PENGOTAN - BANGLI,KKN.XXVII.2023_PENGOTAN__BANGLI\KKN.XXVII.2023_PENGOTAN__BANGLI_combined.pdf
1068.,KKN.XXVII.2023,BAYUNG GEDE - BANGLI,KKN.XXVII.2023_BAYUNG_GEDE__BANGLI\KKN.XXVII.2023_BAYUNG_GEDE__BANGLI_combined.pdf
1069.,KKN.XXVII.2023,BONYOH - BANGLI,KKN.XXVII.2023_BONYOH__BANGLI\KKN.XXVII.2023_BONYOH__BANGLI_combined.pdf
1070.,KKN.XXVII.2023,BELANCAN - BANGLI,KKN.XXVII.2023_BELANCAN__BANGLI\KKN.XXVII.2023_BELANCAN__BANGLI_combined.pdf
1071.,KKN.XXVII.2023,MANGGUH - BANGLI,KKN.XXVII.2023_MANGGUH__BANGLI\KKN.XXVII.2023_MANGGUH__BANGLI_combined.pdf
1072.,KKN.XXVII.2023,TEMBUKU - BANGLI,KKN.XXVII.2023_TEMBUKU__BANGLI\KKN.XXVII.2023_TEMBUKU__BANGLI_combined.pdf
1073.,KKN.XXVII.2023,JEHEM - BANGLI,KKN.XXVII.2023_JEHEM__BANGLI\KKN.XXVII.2023_JEHEM__BANGLI_combined.pdf
1074.,KKN.XXVII.2023,UNDISAN - BANGLI,KKN.XXVII.2023_UNDISAN__BANGLI\KKN.XXVII.2023_UNDISAN__BANGLI_combined.pdf
1075.,KKN.XXVII.2023,BANGBANG - BANGLI,KKN.XXVII.2023_BANGBANG__BANGLI\KKN.XXVII.2023_BANGBANG__BANGLI_combined.pdf
1076.,KKN.XXVII.2023,YANGAPI - BANGLI,KKN.XXVII.2023_YANGAPI__BANGLI\KKN.XXVII.2023_YANGAPI__BANGLI_combined.pdf
1077.,KKN.XXVII.2023,PENINJOAN - BANGLI,KKN.XXVII.2023_PENINJOAN__BANGLI\KKN.XXVII.2023_PENINJOAN__BANGLI_combined.pdf
1078.,KKN.XXVII.2023,TALIBENG - KARANGASEM,KKN.XXVII.2023_TALIBENG__KARANGASEM\KKN.XXVII.2023_TALIBENG__KARANGASEM_combined.pdf
1079.,KKN.XXVII.2023,BUNGAYA - KARANGASEM,KKN.XXVII.2023_BUNGAYA__KARANGASEM\KKN.XXVII.2023_BUNGAYA__KARANGASEM_combined.pdf
1080.,KKN.XXVII.2023,PEMPATAN - KARANGASEM,KKN.XXVII.2023_PEMPATAN__KARANGASEM\KKN.XXVII.2023_PEMPATAN__KARANGASEM_combined.pdf
1081.,KKN.XXVII.2023,NONGAN - KARANGASEM,KKN.XXVII.2023_NONGAN__KARANGASEM\KKN.XXVII.2023_NONGAN__KARANGASEM_combined.pdf
1082.,KKN.XXVII.2023,MENANGA - KARANGASEM,KKN.XXVII.2023_MENANGA__KARANGASEM\KKN.XXVII.2023_MENANGA__KARANGASEM_combined.pdf
1083.,KKN.XXVII.2023,SIBETAN - KARANGASEM,KKN.XXVII.2023_SIBETAN__KARANGASEM\KKN.XXVII.2023_SIBETAN__KARANGASEM_combined.pdf
1084.,KKN.XXVII.2023,PESABAN - KARANGASEM,KKN.XXVII.2023_PESABAN__KARANGASEM\KKN.XXVII.2023_PESABAN__KARANGASEM_combined.pdf
1085.,KKN.XXVII.2023,RENDANG - KARANGASEM,KKN.XXVII.2023_RENDANG__KARANGASEM\KKN.XXVII.2023_RENDANG__KARANGASEM_combined.pdf
1086.,KKN.XXVII.2023,PERINGSARI - KARANGASEM,KKN.XXVII.2023_PERINGSARI__KARANGASEM\KKN.XXVII.2023_PERINGSARI__KARANGASEM_combined.pdf
1087.,KKN.XXVII.2023,SELAT (KARANGASEM) - KARANGASEM,KKN.XXVII.2023_SELAT_KARANGASEM__KARANGASEM\KKN.XXVII.2023_SELAT_KARANGASEM__KARANGASEM_combined.pdf
1088.,KKN.XXVII.2023,DUDA - KARANGASEM,KKN.XXVII.2023_DUDA__KARANGASEM\KKN.XXVII.2023_DUDA__KARANGASEM_combined.pdf
1089.,KKN.XXVII.2023,DUDA TIMUR - KARANGASEM,KKN.XXVII.2023_DUDA_TIMUR__KARANGASEM\KKN.XXVII.2023_DUDA_TIMUR__KARANGASEM_combined.pdf
1090.,KKN.XXVII.2023,BEBANDEM - KARANGASEM,KKN.XXVII.2023_BEBANDEM__KARANGASEM\KKN.XXVII.2023_BEBANDEM__KARANGASEM_combined.pdf
1091.,KKN.XXVII.2023,TUMBU - KARANGASEM,KKN.XXVII.2023_TUMBU__KARANGASEM\KKN.XXVII.2023_TUMBU__KARANGASEM_combined.pdf
1092.,KKN.XXVII.2023,GUNAKSA - KLUNGKUNG,KKN.XXVII.2023_GUNAKSA__KLUNGKUNG\KKN.XXVII.2023_GUNAKSA__KLUNGKUNG_combined.pdf
1093.,KKN.XXVII.2023,SULANG - KLUNGKUNG,KKN.XXVII.2023_SULANG__KLUNGKUNG\KKN.XXVII.2023_SULANG__KLUNGKUNG_combined.pdf
1094.,KKN.XXVII.2023,BUNGAMEKAR - KLUNGKUNG,KKN.XXVII.2023_BUNGAMEKAR__KLUNGKUNG\KKN.XXVII.2023_BUNGAMEKAR__KLUNGKUNG_combined.pdf
1095.,KKN.XXVII.2023,SAKTI - KLUNGKUNG,KKN.XXVII.2023_SAKTI__KLUNGKUNG\KKN.XXVII.2023_SAKTI__KLUNGKUNG_combined.pdf
1096.,KKN.XXVII.2023,BATUMADEG - KLUNGKUNG,KKN.XXVII.2023_BATUMADEG__KLUNGKUNG\KKN.XXVII.2023_BATUMADEG__KLUNGKUNG_combined.pdf
1097.,KKN.XXVII.2023,KLUMPU - KLUNGKUNG,KKN.XXVII.2023_KLUMPU__KLUNGKUNG\KKN.XXVII.2023_KLUMPU__KLUNGKUNG_combined.pdf
1098.,KKN.XXVII.2023,BATUNUNGGUL - KLUNGKUNG,KKN.XXVII.2023_BATUNUNGGUL__KLUNGKUNG\KKN.XXVII.2023_BATUNUNGGUL__KLUNGKUNG_combined.pdf
1099.,KKN.XXVII.2023,PEJUKUTAN - KLUNGKUNG,KKN.XXVII.2023_PEJUKUTAN__KLUNGKUNG\KKN.XXVII.2023_PEJUKUTAN__KLUNGKUNG_combined.pdf
1100.,KKN.XXVII.2023,SUANA - KLUNGKUNG,KKN.XXVII.2023_SUANA__KLUNGKUNG\KKN.XXVII.2023_SUANA__KLUNGKUNG_combined.pdf
1101.,KKN.XXVII.2023,KUTAMPI - KLUNGKUNG,KKN.XXVII.2023_KUTAMPI__KLUNGKUNG\KKN.XXVII.2023_KUTAMPI__KLUNGKUNG_combined.pdf
1102.,KKN.XXVII.2023,TIHINGAN - KLUNGKUNG,KKN.XXVII.2023_TIHINGAN__KLUNGKUNG\KKN.XXVII.2023_TIHINGAN__KLUNGKUNG_combined.pdf
1103.,KKN.XXVII.2023,AAN - KLUNGKUNG,KKN.XXVII.2023_AAN__KLUNGKUNG\KKN.XXVII.2023_AAN__KLUNGKUNG_combined.pdf
1104.,KKN.XXVII.2023,BAKAS - KLUNGKUNG,KKN.XXVII.2023_BAKAS__KLUNGKUNG\KKN.XXVII.2023_BAKAS__KLUNGKUNG_combined.pdf
1105.,KKN.XXVII.2023,TIMUHUN - KLUNGKUNG,KKN.XXVII.2023_TIMUHUN__KLUNGKUNG\KKN.XXVII.2023_TIMUHUN__KLUNGKUNG_combined.pdf
1106.,KKN.XXVII.2023,TISTA - TABANAN,KKN.XXVII.2023_TISTA__TABANAN\KKN.XXVII.2023_TISTA__TABANAN_combined.pdf
1107.,KKN.XXVII.2023,BATURITI - TABANAN,KKN.XXVII.2023_BATURITI__TABANAN\KKN.XXVII.2023_BATURITI__TABANAN_combined.pdf
1108.,KKN.XXVII.2023,BELIMBING - TABANAN,KKN.XXVII.2023_BELIMBING__TABANAN\KKN.XXVII.2023_BELIMBING__TABANAN_combined.pdf
1109.,KKN.XXVII.2023,SUBAMIA - TABANAN,KKN.XXVII.2023_SUBAMIA__TABANAN\KKN.XXVII.2023_SUBAMIA__TABANAN_combined.pdf
1110.,KKN.XXVII.2023,SANGSIT - BULELENG,KKN.XXVII.2023_SANGSIT__BULELENG\KKN.XXVII.2023_SANGSIT__BULELENG_combined.pdf
1111.,KKN.XXVII.2023,SUMBERKIMA - BULELENG,KKN.XXVII.2023_SUMBERKIMA__BULELENG\KKN.XXVII.2023_SUMBERKIMA__BULELENG_combined.pdf
1112.,KKN.XXVII.2023,LES - BULELENG,KKN.XXVII.2023_LES__BULELENG\KKN.XXVII.2023_LES__BULELENG_combined.pdf
1113.,KKN.XXVII.2023,SEMBIRAN - BULELENG,KKN.XXVII.2023_SEMBIRAN__BULELENG\KKN.XXVII.2023_SEMBIRAN__BULELENG_combined.pdf
1114.,KKN.XXVII.2023,PENGASTULAN - BULELENG,KKN.XXVII.2023_PENGASTULAN__BULELENG\KKN.XXVII.2023_PENGASTULAN__BULELENG_combined.pdf
1115.,KKN.XXVII.2023,BAKTISERAGA - BULELENG,KKN.XXVII.2023_BAKTISERAGA__BULELENG\KKN.XXVII.2023_BAKTISERAGA__BULELENG_combined.pdf
1116.,KKN.XXVII.2023,MUSI - BULELENG,KKN.XXVII.2023_MUSI__BULELENG\KKN.XXVII.2023_MUSI__BULELENG_combined.pdf
1117.,KKN.XXVII.2023,KALIBUKBUK - BULELENG,KKN.XXVII.2023_KALIBUKBUK__BULELENG\KKN.XXVII.2023_KALIBUKBUK__BULELENG_combined.pdf
1118.,KKN.XXVII.2023,BONDALEM - BULELENG,KKN.XXVII.2023_BONDALEM__BULELENG\KKN.XXVII.2023_BONDALEM__BULELENG_combined.pdf
1119.,KKN.XXVII.2023,PEMUTERAN - BULELENG,KKN.XXVII.2023_PEMUTERAN__BULELENG\KKN.XXVII.2023_PEMUTERAN__BULELENG_combined.pdf
1120.,KKN.XXVII.2023,PENYABANGAN - BULELENG,KKN.XXVII.2023_PENYABANGAN__BULELENG\KKN.XXVII.2023_PENYABANGAN__BULELENG_combined.pdf
1121.,KKN.XXVII.2023,MANISTUTU - JEMBRANA,KKN.XXVII.2023_MANISTUTU__JEMBRANA\KKN.XXVII.2023_MANISTUTU__JEMBRANA_combined.pdf
1122.,KKN.XXVII.2023,KALIAKAH - JEMBRANA,KKN.XXVII.2023_KALIAKAH__JEMBRANA\KKN.XXVII.2023_KALIAKAH__JEMBRANA_combined.pdf
1123.,KKN.XXVII.2023,TEGALBADENG BARAT - JEMBRANA,KKN.XXVII.2023_TEGALBADENG_BARAT__JEMBRANA\KKN.XXVII.2023_TEGALBADENG_BARAT__JEMBRANA_combined.pdf
1124.,KKN.XXVII.2023,BUDENG - JEMBRANA,KKN.XXVII.2023_BUDENG__JEMBRANA\KKN.XXVII.2023_BUDENG__JEMBRANA_combined.pdf
1125.,KKN.XXVII.2023,PERANCAK - JEMBRANA,KKN.XXVII.2023_PERANCAK__JEMBRANA\KKN.XXVII.2023_PERANCAK__JEMBRANA_combined.pdf
1126.,KKN.XXVII.2023,YEHKUNING - JEMBRANA,KKN.XXVII.2023_YEHKUNING__JEMBRANA\KKN.XXVII.2023_YEHKUNING__JEMBRANA_combined.pdf
1127.,KKN.XXVII.2023,PENYARINGAN - JEMBRANA,KKN.XXVII.2023_PENYARINGAN__JEMBRANA\KKN.XXVII.2023_PENYARINGAN__JEMBRANA_combined.pdf
1128.,KKN.XXVII.2023,PULUKAN - JEMBRANA,KKN.XXVII.2023_PULUKAN__JEMBRANA\KKN.XXVII.2023_PULUKAN__JEMBRANA_combined.pdf
1129.,KKN.XXVII.2023,MEDEWI - JEMBRANA,KKN.XXVII.2023_MEDEWI__JEMBRANA\KKN.XXVII.2023_MEDEWI__JEMBRANA_combined.pdf
1130.,KKN.XXVII.2023,BALER BALE AGUNG - JEMBRANA,KKN.XXVII.2023_BALER_BALE_AGUNG__JEMBRANA\KKN.XXVII.2023_BALER_BALE_AGUNG__JEMBRANA_combined.pdf
1131.,KKN.XXVII.2023,PEKUTATAN - JEMBRANA,KKN.XXVII.2023_PEKUTATAN__JEMBRANA\KKN.XXVII.2023_PEKUTATAN__JEMBRANA_combined.pdf
1132.,KKN.XXVII.2023,TEGAL CANGKRING - JEMBRANA,KKN.XXVII.2023_TEGAL_CANGKRING__JEMBRANA\KKN.XXVII.2023_TEGAL_CANGKRING__JEMBRANA_combined.pdf
1133.,KKN.XXVII.2023,DANGIN TUKADAYA - JEMBRANA,KKN.XXVII.2023_DANGIN_TUKADAYA__JEMBRANA\KKN.XXVII.2023_DANGIN_TUKADAYA__JEMBRANA_combined.pdf
1134.,KKN.XXVII.2023,TUWED - JEMBRANA,KKN.XXVII.2023_TUWED__JEMBRANA\KKN.XXVII.2023_TUWED__JEMBRANA_combined.pdf
1135.,KKN.XXVII.2023,TOHPATI - KLUNGKUNG,KKN.XXVII.2023_TOHPATI__KLUNGKUNG\KKN.XXVII.2023_TOHPATI__KLUNGKUNG_combined.pdf
1136.,KKN.XXVII.2023,DAUH PEKEN - TABANAN,KKN.XXVII.2023_DAUH_PEKEN__TABANAN\KKN.XXVII.2023_DAUH_PEKEN__TABANAN_combined.pdf
1137.,KKN.XXVII.2023,DELOD PEKEN - TABANAN,KKN.XXVII.2023_DELOD_PEKEN__TABANAN\KKN.XXVII.2023_DELOD_PEKEN__TABANAN_combined.pdf
1138.,KKN.XXVII.2023,DAWAN KALER - KLUNGKUNG,KKN.XXVII.2023_DAWAN_KALER__KLUNGKUNG\KKN.XXVII.2023_DAWAN_KALER__KLUNGKUNG_combined.pdf
1139.,KKN.XXVII.2023,SERAYA TENGAH - KARANGASEM,KKN.XXVII.2023_SERAYA_TENGAH__KARANGASEM\KKN.XXVII.2023_SERAYA_TENGAH__KARANGASEM_combined.pdf
1140.,KKN.XXVII.2023,SERAYA BARAT - KARANGASEM,KKN.XXVII.2023_SERAYA_BARAT__KARANGASEM\KKN.XXVII.2023_SERAYA_BARAT__KARANGASEM_combined.pdf
1141.,KKN.XXVII.2023,BANYUBIRU - JEMBRANA,KKN.XXVII.2023_BANYUBIRU__JEMBRANA\KKN.XXVII.2023_BANYUBIRU__JEMBRANA_combined.pdf
1142.,KKN.XXVII.2023,BALUK - JEMBRANA,KKN.XXVII.2023_BALUK__JEMBRANA\KKN.XXVII.2023_BALUK__JEMBRANA_combined.pdf
1143.,KKN.XXVII.2023,KEROBOKAN - BULELENG,KKN.XXVII.2023_KEROBOKAN__BULELENG\KKN.XXVII.2023_KEROBOKAN__BULELENG_combined.pdf
1144.,KKN.XXVII.2023,AWAN - BANGLI,KKN.XXVII.2023_AWAN__BANGLI\KKN.XXVII.2023_AWAN__BANGLI_combined.pdf
1145.,KKN.XXVII.2023,BATUKAANG - BANGLI,KKN.XXVII.2023_BATUKAANG__BANGLI\KKN.XXVII.2023_BATUKAANG__BANGLI_combined.pdf
1146.,KKN.XXVII.2023,BELANGA - BANGLI,KKN.XXVII.2023_BELANGA__BANGLI\KKN.XXVII.2023_BELANGA__BANGLI_combined.pdf
1147.,KKN.XXVII.2023,BELANTIH - BANGLI,KKN.XXVII.2023_BELANTIH__BANGLI\KKN.XXVII.2023_BELANTIH__BANGLI_combined.pdf
1148.,KKN.XXVII.2023,BINYAN - BANGLI,KKN.XXVII.2023_BINYAN__BANGLI\KKN.XXVII.2023_BINYAN__BANGLI_combined.pdf
1149.,KKN.XXVII.2023,BUNUTIN - BANGLI,KKN.XXVII.2023_BUNUTIN__BANGLI\KKN.XXVII.2023_BUNUTIN__BANGLI_combined.pdf
1150.,KKN.XXVII.2023,CATUR - BANGLI,KKN.XXVII.2023_CATUR__BANGLI\KKN.XXVII.2023_CATUR__BANGLI_combined.pdf
1151.,KKN.XXVII.2023,DAUP - BANGLI,KKN.XXVII.2023_DAUP__BANGLI\KKN.XXVII.2023_DAUP__BANGLI_combined.pdf
1152.,KKN.XXVII.2023,GUNUNG BAU - BANGLI,KKN.XXVII.2023_GUNUNG_BAU__BANGLI\KKN.XXVII.2023_GUNUNG_BAU__BANGLI_combined.pdf
1153.,KKN.XXVII.2023,MENGANI - BANGLI,KKN.XXVII.2023_MENGANI__BANGLI\KKN.XXVII.2023_MENGANI__BANGLI_combined.pdf
1154.,KKN.XXVII.2023,PENGEJARAN - BANGLI,KKN.XXVII.2023_PENGEJARAN__BANGLI\KKN.XXVII.2023_PENGEJARAN__BANGLI_combined.pdf
1155.,KKN.XXVII.2023,SELULUNG - BANGLI,KKN.XXVII.2023_SELULUNG__BANGLI\KKN.XXVII.2023_SELULUNG__BANGLI_combined.pdf
1156.,KKN.XXVII.2023,SERAI - BANGLI,KKN.XXVII.2023_SERAI__BANGLI\KKN.XXVII.2023_SERAI__BANGLI_combined.pdf
1157.,KKN.XXVII.2023,ULIAN - BANGLI,KKN.XXVII.2023_ULIAN__BANGLI\KKN.XXVII.2023_ULIAN__BANGLI_combined.pdf
1158.,KKN.XXVII.2023,SUKAWANA - BANGLI,KKN.XXVII.2023_SUKAWANA__BANGLI\KKN.XXVII.2023_SUKAWANA__BANGLI_combined.pdf
1159.,KKN.XXVII.2023,BATUR  - BANGLI,KKN.XXVII.2023_BATUR___BANGLI\KKN.XXVII.2023_BATUR___BANGLI_combined.pdf
1160.,KKN.XXVII.2023,BONGKASA PERTIWI - BADUNG,KKN.XXVII.2023_BONGKASA_PERTIWI__BADUNG\KKN.XXVII.2023_BONGKASA_PERTIWI__BADUNG_combined.pdf
1161.,KKN.XXVII.2023,BELATUNGAN - TABANAN,KKN.XXVII.2023_BELATUNGAN__TABANAN\KKN.XXVII.2023_BELATUNGAN__TABANAN_combined.pdf
1162.,KKN.XXVII.2023,BELUMBANG - TABANAN,KKN.XXVII.2023_BELUMBANG__TABANAN\KKN.XXVII.2023_BELUMBANG__TABANAN_combined.pdf
1163.,KKN.XXVII.2023,TIBUBIU - TABANAN,KKN.XXVII.2023_TIBUBIU__TABANAN\KKN.XXVII.2023_TIBUBIU__TABANAN_combined.pdf
1164.,KKN.XXVII.2023,KUKUH (TABANAN) - TABANAN,KKN.XXVII.2023_KUKUH_TABANAN__TABANAN\KKN.XXVII.2023_KUKUH_TABANAN__TABANAN_combined.pdf
1165.,KKN.XXVII.2023,SAMSAM - TABANAN,KKN.XXVII.2023_SAMSAM__TABANAN\KKN.XXVII.2023_SAMSAM__TABANAN_combined.pdf
1166.,KKN.XXVII.2023,BUWIT - TABANAN,KKN.XXVII.2023_BUWIT__TABANAN\KKN.XXVII.2023_BUWIT__TABANAN_combined.pdf
1167.,KKN.XXVII.2023,BESAKIH - KARANGASEM,KKN.XXVII.2023_BESAKIH__KARANGASEM\KKN.XXVII.2023_BESAKIH__KARANGASEM_combined.pdf
1168.,KKN.XXVII.2023,MANGGIS - KARANGASEM,KKN.XXVII.2023_MANGGIS__KARANGASEM\KKN.XXVII.2023_MANGGIS__KARANGASEM_combined.pdf
1169.,KKN.XXVII.2023,MENDOYO DAUH TUKAD - JEMBRANA,KKN.XXVII.2023_MENDOYO_DAUH_TUKAD__JEMBRANA\KKN.XXVII.2023_MENDOYO_DAUH_TUKAD__JEMBRANA_combined.pdf
1170.,KKN.XXVII.2023,MENDOYO DANGIN TUKAD - JEMBRANA,KKN.XXVII.2023_MENDOYO_DANGIN_TUKAD__JEMBRANA\KKN.XXVII.2023_MENDOYO_DANGIN_TUKAD__JEMBRANA_combined.pdf
1171.,KKN.XXVII.2023,CANDIKUSUMA - JEMBRANA,KKN.XXVII.2023_CANDIKUSUMA__JEMBRANA\KKN.XXVII.2023_CANDIKUSUMA__JEMBRANA_combined.pdf
1172.,KKN.XXVII.2023,POH SANTEN - JEMBRANA,KKN.XXVII.2023_POH_SANTEN__JEMBRANA\KKN.XXVII.2023_POH_SANTEN__JEMBRANA_combined.pdf
1173.,KKN.XXVII.2023,BELEGA - GIANYAR,KKN.XXVII.2023_BELEGA__GIANYAR\KKN.XXVII.2023_BELEGA__GIANYAR_combined.pdf
1174.,KKN.XXVII.2023,BONA - GIANYAR,KKN.XXVII.2023_BONA__GIANYAR\KKN.XXVII.2023_BONA__GIANYAR_combined.pdf
1175.,KKN.XXVII.2023,BAKBAKAN - GIANYAR,KKN.XXVII.2023_BAKBAKAN__GIANYAR\KKN.XXVII.2023_BAKBAKAN__GIANYAR_combined.pdf
1176.,KKN.XXVII.2023,PETAK - GIANYAR,KKN.XXVII.2023_PETAK__GIANYAR\KKN.XXVII.2023_PETAK__GIANYAR_combined.pdf
1177.,KKN.XXVII.2023,SUMITA - GIANYAR,KKN.XXVII.2023_SUMITA__GIANYAR\KKN.XXVII.2023_SUMITA__GIANYAR_combined.pdf
1178.,KKN.XXVII.2023,KEMENUH - GIANYAR,KKN.XXVII.2023_KEMENUH__GIANYAR\KKN.XXVII.2023_KEMENUH__GIANYAR_combined.pdf
1179.,KKN.XXVII.2023,KEDISAN - GIANYAR,KKN.XXVII.2023_KEDISAN__GIANYAR\KKN.XXVII.2023_KEDISAN__GIANYAR_combined.pdf
1180.,KKN.XXVII.2023,LODTUNDUH  - GIANYAR,KKN.XXVII.2023_LODTUNDUH___GIANYAR\KKN.XXVII.2023_LODTUNDUH___GIANYAR_combined.pdf
1181.,KKN.XXVII.2023,DAWAN KELOD - KLUNGKUNG,KKN.XXVII.2023_DAWAN_KELOD__KLUNGKUNG\KKN.XXVII.2023_DAWAN_KELOD__KLUNGKUNG_combined.pdf
1182.,KKN.XXVII.2023,PIKAT - KLUNGKUNG,KKN.XXVII.2023_PIKAT__KLUNGKUNG\KKN.XXVII.2023_PIKAT__KLUNGKUNG_combined.pdf
1183.,KKN.XXVII.2023,PESINGGAHAN - KLUNGKUNG,KKN.XXVII.2023_PESINGGAHAN__KLUNGKUNG\KKN.XXVII.2023_PESINGGAHAN__KLUNGKUNG_combined.pdf
1184.,KKN.XXVII.2023,PAKSEBALI - KLUNGKUNG,KKN.XXVII.2023_PAKSEBALI__KLUNGKUNG\KKN.XXVII.2023_PAKSEBALI__KLUNGKUNG_combined.pdf
1185.,KKN.XXVII.2023,TELAGA - BULELENG,KKN.XXVII.2023_TELAGA__BULELENG\KKN.XXVII.2023_TELAGA__BULELENG_combined.pdf
1186.,KKN.XXVII.2023,TITAB - BULELENG,KKN.XXVII.2023_TITAB__BULELENG\KKN.XXVII.2023_TITAB__BULELENG_combined.pdf
1187.,KKN.XXVII.2023,KEKERAN - BULELENG,KKN.XXVII.2023_KEKERAN__BULELENG\KKN.XXVII.2023_KEKERAN__BULELENG_combined.pdf
1188.,KKN.XXVII.2023,BENGKALA - BULELENG,KKN.XXVII.2023_BENGKALA__BULELENG\KKN.XXVII.2023_BENGKALA__BULELENG_combined.pdf
1189.,KKN.XXVII.2023,BONTIHING - BULELENG,KKN.XXVII.2023_BONTIHING__BULELENG\KKN.XXVII.2023_BONTIHING__BULELENG_combined.pdf
1190.,KKN.XXVII.2023,MENYALI - BULELENG,KKN.XXVII.2023_MENYALI__BULELENG\KKN.XXVII.2023_MENYALI__BULELENG_combined.pdf
1191.,KKN.XXVII.2023,PANJI - BULELENG,KKN.XXVII.2023_PANJI__BULELENG\KKN.XXVII.2023_PANJI__BULELENG_combined.pdf
1192.,KKN.XXVII.2023,PANCASARI - BULELENG,KKN.XXVII.2023_PANCASARI__BULELENG\KKN.XXVII.2023_PANCASARI__BULELENG_combined.pdf
1193.,KKN.XXVII.2023,PENARUNGAN  - BADUNG,KKN.XXVII.2023_PENARUNGAN___BADUNG\KKN.XXVII.2023_PENARUNGAN___BADUNG_combined.pdf
1194.,KKN.XXVII.2023,ULAKAN - KARANGASEM,KKN.XXVII.2023_ULAKAN__KARANGASEM\KKN.XXVII.2023_ULAKAN__KARANGASEM_combined.pdf
1195.,KKN.XXVII.2023,SELEMADEG - TABANAN,KKN.XXVII.2023_SELEMADEG__TABANAN\KKN.XXVII.2023_SELEMADEG__TABANAN_combined.pdf
1196.,KKN.XXVII.2023,TANGLAD - KLUNGKUNG,KKN.XXVII.2023_TANGLAD__KLUNGKUNG\KKN.XXVII.2023_TANGLAD__KLUNGKUNG_combined.pdf
1197.,KKN.XXVII.2023,PED - KLUNGKUNG,KKN.XXVII.2023_PED__KLUNGKUNG\KKN.XXVII.2023_PED__KLUNGKUNG_combined.pdf
1198.,KKN.XXVII.2023,BANJARANGKAN - KLUNGKUNG,KKN.XXVII.2023_BANJARANGKAN__KLUNGKUNG\KKN.XXVII.2023_BANJARANGKAN__KLUNGKUNG_combined.pdf
1199.,KKN.XXVII.2023,BAYUNG CERIK - BANGLI,KKN.XXVII.2023_BAYUNG_CERIK__BANGLI\KKN.XXVII.2023_BAYUNG_CERIK__BANGLI_combined.pdf
1200.,KKN.XXVII.2023,NYUHTEBEL - KARANGASEM,KKN.XXVII.2023_NYUHTEBEL__KARANGASEM\KKN.XXVII.2023_NYUHTEBEL__KARANGASEM_combined.pdf
1201.,KKN.XXVII.2023,SENGKIDU - KARANGASEM,KKN.XXVII.2023_SENGKIDU__KARANGASEM\KKN.XXVII.2023_SENGKIDU__KARANGASEM_combined.pdf
1202.,KKN.XXVII.2023,GUMBRIH - JEMBRANA,KKN.XXVII.2023_GUMBRIH__JEMBRANA\KKN.XXVII.2023_GUMBRIH__JEMBRANA_combined.pdf
1203.,KKN.XXVII.2023,BABAHAN - TABANAN,KKN.XXVII.2023_BABAHAN__TABANAN\KKN.XXVII.2023_BABAHAN__TABANAN_combined.pdf
1204.,KKN.XXVII.2023,ABIANTUWUNG - TABANAN,KKN.XXVII.2023_ABIANTUWUNG__TABANAN\KKN.XXVII.2023_ABIANTUWUNG__TABANAN_combined.pdf
1205.,KKN.XXVII.2023,GADUNGAN - TABANAN,KKN.XXVII.2023_GADUNGAN__TABANAN\KKN.XXVII.2023_GADUNGAN__TABANAN_combined.pdf
1206.,KKN.XXVII.2023,TARO - GIANYAR,KKN.XXVII.2023_TARO__GIANYAR\KKN.XXVII.2023_TARO__GIANYAR_combined.pdf
1207.,KKN.XXVII.2023,PEJENG  - GIANYAR,KKN.XXVII.2023_PEJENG___GIANYAR\KKN.XXVII.2023_PEJENG___GIANYAR_combined.pdf
1208.,KKN.XXVII.2023,KERAMAS - GIANYAR,KKN.XXVII.2023_KERAMAS__GIANYAR\KKN.XXVII.2023_KERAMAS__GIANYAR_combined.pdf
1209.,KKN.XXVII.2023,KERTA - GIANYAR,KKN.XXVII.2023_KERTA__GIANYAR\KKN.XXVII.2023_KERTA__GIANYAR_combined.pdf
